@Target	Pos	demo.1_5	demo.1_6	demo.1_7	demo.1_8	demo.2_13	demo.2_19	demo.2_4	demo.2_5	
chr7H_part2	308594427	0	0	0	0	0	0	1	0	
chr7H_part2	308594428	0	0	0	0	0	0	1	0	
chr7H_part2	308594429	0	0	0	0	0	0	1	0	
chr7H_part2	308594430	0	0	0	0	0	0	1	0	
chr7H_part2	308594431	0	0	0	0	0	0	1	0	
chr7H_part2	308594432	0	0	0	0	0	0	1	0	
chr7H_part2	308594433	0	0	0	0	0	0	1	0	
chr7H_part2	308594434	0	0	0	0	0	0	1	0	
chr7H_part2	308594435	0	0	0	0	0	0	1	0	
chr7H_part2	308594436	0	0	0	0	0	0	1	0	
chr7H_part2	308594437	0	0	0	0	0	0	1	0	
chr7H_part2	308594438	0	0	0	0	0	0	1	0	
chr7H_part2	308594439	0	0	0	0	0	0	1	0	
chr7H_part2	308594440	0	0	0	0	0	0	1	0	
chr7H_part2	308594441	0	0	0	0	0	0	1	0	
chr7H_part2	308594442	0	0	0	0	0	0	1	0	
chr7H_part2	308597246	0	1	0	0	0	0	0	0	
chr7H_part2	308597247	0	1	0	0	0	0	0	0	
chr7H_part2	308597248	0	1	0	0	0	0	0	0	
chr7H_part2	308597249	0	1	0	0	0	0	0	0	
chr7H_part2	308597250	0	1	0	0	0	0	0	0	
chr7H_part2	308597251	0	1	0	0	0	0	0	0	
chr7H_part2	308597252	0	1	0	0	0	0	0	0	
chr7H_part2	308597253	0	1	0	0	0	0	0	0	
chr7H_part2	308597254	0	1	0	0	0	0	0	0	
chr7H_part2	308597255	0	1	0	0	0	0	0	0	
chr7H_part2	308597256	0	1	0	0	0	0	0	0	
chr7H_part2	308597257	0	1	0	0	0	0	0	0	
chr7H_part2	308597258	0	1	0	0	0	0	0	0	
chr7H_part2	308597259	0	1	0	0	0	0	0	0	
chr7H_part2	308598395	0	0	1	0	0	0	0	0	
chr7H_part2	308598396	0	0	1	0	0	0	0	0	
chr7H_part2	308598397	0	0	1	0	0	0	0	0	
chr7H_part2	308598398	0	0	1	0	0	0	0	0	
chr7H_part2	308598399	0	0	1	0	0	0	0	0	
chr7H_part2	308598400	0	0	1	0	0	0	0	0	
chr7H_part2	308598401	0	0	1	0	0	0	0	0	
chr7H_part2	308598402	0	0	1	0	0	0	0	0	
chr7H_part2	308598403	0	0	1	0	0	0	0	0	
chr7H_part2	308598404	0	0	1	0	0	0	0	0	
chr7H_part2	308598405	0	0	1	0	0	0	0	0	
chr7H_part2	308598406	0	0	1	0	0	0	0	0	
chr7H_part2	308598407	0	0	1	0	0	0	0	0	
chr7H_part2	308598408	0	0	1	0	0	0	0	0	
chr7H_part2	308598409	0	0	1	0	0	0	0	0	
chr7H_part2	308598410	0	0	1	0	0	0	0	0	
chr7H_part2	308598411	0	0	1	0	0	0	0	0	
chr7H_part2	308598412	0	0	1	0	0	0	0	0	
chr7H_part2	308598413	0	0	1	0	0	0	0	0	
chr7H_part2	308598414	0	0	1	0	0	0	0	0	
chr7H_part2	308598415	0	0	1	0	0	0	0	0	
chr7H_part2	308598416	0	0	1	0	0	0	0	0	
chr7H_part2	308598417	0	0	1	0	0	0	0	0	
chr7H_part2	308598418	0	0	1	0	0	0	0	0	
chr7H_part2	308598419	0	0	1	0	0	0	1	0	
chr7H_part2	308598420	0	0	1	0	0	0	1	0	
chr7H_part2	308598421	0	0	1	0	0	0	1	0	
chr7H_part2	308598422	0	0	1	0	0	0	1	0	
chr7H_part2	308598423	0	0	1	0	0	0	1	0	
chr7H_part2	308598424	0	0	1	0	0	0	1	0	
chr7H_part2	308598425	0	0	1	0	0	0	1	0	
chr7H_part2	308598426	0	0	1	0	0	0	1	0	
chr7H_part2	308598427	0	0	1	0	0	0	1	0	
chr7H_part2	308598428	0	0	1	0	0	0	1	0	
chr7H_part2	308598429	0	0	1	1	0	0	1	0	
chr7H_part2	308598430	0	0	1	1	0	1	1	0	
chr7H_part2	308598431	0	0	1	1	0	1	1	0	
chr7H_part2	308598432	0	0	1	1	0	1	1	0	
chr7H_part2	308598433	0	0	1	1	0	1	1	0	
chr7H_part2	308598434	0	0	1	1	0	1	1	0	
chr7H_part2	308598435	0	0	1	1	0	1	1	0	
chr7H_part2	308598436	0	0	1	1	0	1	1	0	
chr7H_part2	308598437	0	0	1	1	0	1	1	0	
chr7H_part2	308598438	0	0	1	1	0	1	1	0	
chr7H_part2	308598439	0	0	1	1	0	1	1	0	
chr7H_part2	308598440	0	0	1	1	0	1	1	0	
chr7H_part2	308598441	0	0	1	1	0	1	1	0	
chr7H_part2	308598442	0	0	1	1	0	1	1	0	
chr7H_part2	308598443	0	0	1	1	0	1	1	0	
chr7H_part2	308598444	0	0	1	1	0	1	1	0	
chr7H_part2	308598445	0	0	1	1	0	1	1	0	
chr7H_part2	308598446	0	0	1	1	0	1	1	0	
chr7H_part2	308598447	0	0	1	1	0	1	1	0	
chr7H_part2	308598448	0	0	1	1	0	1	1	0	
chr7H_part2	308598449	0	0	1	1	0	1	1	0	
chr7H_part2	308598450	0	0	1	1	0	1	1	0	
chr7H_part2	308598451	0	0	1	1	0	1	1	0	
chr7H_part2	308598452	0	0	1	1	0	1	1	0	
chr7H_part2	308598453	0	0	1	1	0	1	1	0	
chr7H_part2	308598454	0	0	1	1	0	1	1	0	
chr7H_part2	308598455	0	0	1	1	0	1	1	0	
chr7H_part2	308598456	0	0	1	1	0	1	1	0	
chr7H_part2	308598457	0	0	1	1	0	1	1	0	
chr7H_part2	308598458	0	0	1	1	0	1	1	0	
chr7H_part2	308598459	0	0	1	1	0	1	1	0	
chr7H_part2	308598460	0	0	1	1	0	1	1	0	
chr7H_part2	308598461	0	0	1	1	0	1	1	0	
chr7H_part2	308598462	0	0	1	1	0	1	1	0	
chr7H_part2	308598463	0	0	1	1	0	1	1	0	
chr7H_part2	308598464	0	0	1	1	0	1	1	0	
chr7H_part2	308598465	0	0	1	1	0	1	1	0	
chr7H_part2	308598466	0	0	1	1	0	1	1	0	
chr7H_part2	308598467	0	0	1	1	0	1	1	0	
chr7H_part2	308598468	0	0	1	1	0	1	1	0	
chr7H_part2	308598469	0	0	1	1	0	1	1	0	
chr7H_part2	308598470	0	0	1	1	0	1	1	0	
chr7H_part2	308598471	0	0	1	1	0	1	1	0	
chr7H_part2	308598472	0	0	1	1	0	1	1	0	
chr7H_part2	308598473	0	0	1	1	0	1	1	0	
chr7H_part2	308598474	0	0	1	1	0	1	1	0	
chr7H_part2	308598475	0	0	1	1	0	1	1	0	
chr7H_part2	308598476	0	0	1	1	0	1	1	0	
chr7H_part2	308598477	0	0	1	1	0	1	1	0	
chr7H_part2	308598478	0	0	1	1	0	1	1	0	
chr7H_part2	308598479	0	0	1	1	0	1	1	0	
chr7H_part2	308598480	0	0	1	1	0	1	1	0	
chr7H_part2	308598481	0	0	1	1	0	1	1	0	
chr7H_part2	308598482	0	0	1	1	0	1	1	0	
chr7H_part2	308598483	0	0	1	1	0	1	1	0	
chr7H_part2	308598484	0	0	1	1	0	1	1	0	
chr7H_part2	308598485	0	0	1	1	0	1	1	0	
chr7H_part2	308598486	0	0	1	1	0	1	1	0	
chr7H_part2	308598487	0	0	1	1	0	1	1	0	
chr7H_part2	308598488	0	0	1	1	0	1	1	0	
chr7H_part2	308598489	0	0	1	1	0	1	1	0	
chr7H_part2	308598490	0	0	1	1	0	1	1	0	
chr7H_part2	308598491	0	0	1	1	0	1	1	0	
chr7H_part2	308598492	0	0	1	1	0	1	1	0	
chr7H_part2	308598493	0	0	1	1	0	1	1	0	
chr7H_part2	308598494	0	0	1	1	0	1	1	0	
chr7H_part2	308598495	0	0	1	1	0	1	1	0	
chr7H_part2	308598496	0	0	1	1	0	1	1	0	
chr7H_part2	308598497	0	0	1	1	0	1	1	0	
chr7H_part2	308598498	0	0	1	1	0	1	1	0	
chr7H_part2	308598499	0	0	1	1	0	1	1	0	
chr7H_part2	308598500	0	0	1	1	0	1	1	0	
chr7H_part2	308598501	0	0	1	1	0	1	1	0	
chr7H_part2	308598502	0	0	1	1	0	1	1	0	
chr7H_part2	308598503	0	0	1	1	0	1	1	0	
chr7H_part2	308598504	0	0	1	1	0	1	1	0	
chr7H_part2	308598505	0	0	1	1	0	1	1	0	
chr7H_part2	308598506	0	0	1	1	0	1	1	0	
chr7H_part2	308598507	0	0	1	1	0	1	1	0	
chr7H_part2	308598508	0	0	1	1	0	1	1	0	
chr7H_part2	308598509	0	0	1	1	0	1	1	0	
chr7H_part2	308598510	0	0	1	1	0	1	1	0	
chr7H_part2	308598511	0	0	1	1	0	1	1	0	
chr7H_part2	308598512	0	0	1	1	0	1	1	0	
chr7H_part2	308598513	0	0	1	1	0	1	1	0	
chr7H_part2	308598514	0	0	1	1	0	1	1	0	
chr7H_part2	308598515	0	0	1	1	0	1	1	0	
chr7H_part2	308598516	0	0	1	1	0	1	1	0	
chr7H_part2	308598517	0	0	1	0	0	1	1	0	
chr7H_part2	308598518	0	0	1	0	0	1	1	0	
chr7H_part2	308598519	0	0	1	0	0	1	1	0	
chr7H_part2	308598520	0	0	1	0	0	1	1	0	
chr7H_part2	308598521	0	0	1	0	0	1	1	0	
chr7H_part2	308598522	0	0	1	0	0	1	1	0	
chr7H_part2	308598523	0	0	1	0	0	1	1	0	
chr7H_part2	308598524	0	0	1	0	0	1	1	0	
chr7H_part2	308598525	0	0	1	0	0	1	1	0	
chr7H_part2	308598526	0	0	1	0	0	1	1	0	
chr7H_part2	308598527	0	0	1	0	0	1	1	0	
chr7H_part2	308598528	0	0	1	0	0	1	1	0	
chr7H_part2	308598529	0	0	1	0	0	1	1	0	
chr7H_part2	308598530	0	0	1	0	0	1	1	0	
chr7H_part2	308598531	0	0	1	0	0	1	1	0	
chr7H_part2	308598532	0	0	1	0	0	1	1	0	
chr7H_part2	308598533	0	0	1	0	0	1	1	0	
chr7H_part2	308598534	0	0	1	0	0	1	1	0	
chr7H_part2	308598535	0	0	1	0	0	1	1	0	
chr7H_part2	308598536	0	0	1	0	0	1	1	0	
chr7H_part2	308598537	0	0	1	0	0	1	1	0	
chr7H_part2	308598538	0	0	1	0	0	1	1	0	
chr7H_part2	308598539	0	0	1	0	0	1	1	0	
chr7H_part2	308598540	0	0	1	0	0	1	0	0	
chr7H_part2	308598541	0	0	1	0	0	1	0	0	
chr7H_part2	308598542	0	0	1	0	0	1	0	0	
chr7H_part2	308598543	0	0	1	0	0	1	1	0	
chr7H_part2	308598544	0	0	1	0	0	1	1	0	
chr7H_part2	308598545	0	0	1	0	0	1	1	0	
chr7H_part2	308598546	0	0	1	0	0	1	1	0	
chr7H_part2	308598547	0	0	1	0	0	1	1	0	
chr7H_part2	308598548	0	0	1	0	0	1	1	0	
chr7H_part2	308598549	0	0	1	0	0	1	1	0	
chr7H_part2	308598550	0	0	1	0	0	1	1	0	
chr7H_part2	308598551	0	0	1	0	0	1	1	0	
chr7H_part2	308598552	0	0	1	0	0	1	1	0	
chr7H_part2	308598553	0	0	1	0	0	1	1	0	
chr7H_part2	308598554	0	0	1	0	0	1	1	0	
chr7H_part2	308598555	0	0	1	0	0	1	1	0	
chr7H_part2	308598556	0	0	1	0	0	1	1	0	
chr7H_part2	308598557	0	0	1	0	0	1	1	0	
chr7H_part2	308598558	0	0	1	0	0	1	1	0	
chr7H_part2	308598559	0	0	1	0	0	1	1	0	
chr7H_part2	308598560	0	0	1	0	0	1	1	0	
chr7H_part2	308598561	0	0	1	0	0	1	1	0	
chr7H_part2	308598562	0	0	1	0	0	1	1	0	
chr7H_part2	308598563	0	0	1	0	0	1	1	0	
chr7H_part2	308598564	0	0	1	0	0	1	1	0	
chr7H_part2	308598565	0	0	1	0	0	1	1	0	
chr7H_part2	308598566	0	0	1	0	0	1	1	0	
chr7H_part2	308598567	0	0	1	0	0	0	1	0	
chr7H_part2	308598568	0	0	1	0	0	0	1	0	
chr7H_part2	308598569	0	0	1	0	0	0	1	0	
chr7H_part2	308598570	0	0	1	0	0	0	1	0	
chr7H_part2	308598571	0	0	1	0	0	0	1	0	
chr7H_part2	308598572	0	0	1	0	0	0	1	0	
chr7H_part2	308598573	0	0	1	0	0	0	1	0	
chr7H_part2	308598574	0	0	1	0	0	0	1	0	
chr7H_part2	308598575	0	0	1	0	0	0	1	0	
chr7H_part2	308598576	0	0	1	0	0	0	1	0	
chr7H_part2	308598577	0	0	1	0	0	0	1	0	
chr7H_part2	308598578	0	0	1	0	0	0	1	0	
chr7H_part2	308598579	0	0	1	0	0	0	1	0	
chr7H_part2	308598580	0	0	1	0	0	0	1	0	
chr7H_part2	308598581	0	0	1	0	0	0	1	0	
chr7H_part2	308598582	0	0	1	0	0	0	1	0	
chr7H_part2	308598583	0	0	1	0	0	0	1	0	
chr7H_part2	308598584	0	0	1	0	0	0	1	0	
chr7H_part2	308598585	0	0	1	0	0	0	1	0	
chr7H_part2	308598586	0	0	1	0	0	0	1	0	
chr7H_part2	308598587	0	0	1	0	0	0	1	0	
chr7H_part2	308598588	0	0	1	0	0	0	1	0	
chr7H_part2	308598589	0	0	1	0	0	0	1	0	
chr7H_part2	308598590	0	0	1	0	0	0	1	0	
chr7H_part2	308598591	0	0	1	0	0	0	1	0	
chr7H_part2	308598592	0	0	1	0	0	0	1	0	
chr7H_part2	308598593	0	0	1	0	0	0	1	0	
chr7H_part2	308598594	0	0	1	0	0	0	1	0	
chr7H_part2	308598595	0	0	1	0	0	0	1	0	
chr7H_part2	308598596	0	0	1	0	0	0	1	0	
chr7H_part2	308598597	0	0	1	0	0	0	1	0	
chr7H_part2	308598598	0	0	1	0	0	0	1	0	
chr7H_part2	308598599	0	0	1	0	0	0	1	0	
chr7H_part2	308598600	0	0	1	0	0	0	1	0	
chr7H_part2	308598601	0	0	1	0	0	0	1	0	
chr7H_part2	308598602	0	0	1	0	0	0	1	0	
chr7H_part2	308598603	0	0	1	0	0	0	1	0	
chr7H_part2	308598604	0	0	1	0	0	0	1	0	
chr7H_part2	308598605	0	0	1	0	0	0	1	0	
chr7H_part2	308598606	0	0	1	0	0	0	1	0	
chr7H_part2	308598607	0	0	1	0	0	0	1	0	
chr7H_part2	308598608	0	0	1	0	0	0	1	0	
chr7H_part2	308598609	0	0	1	0	0	0	1	0	
chr7H_part2	308598610	0	0	1	0	0	0	1	0	
chr7H_part2	308598611	0	0	1	0	0	0	1	1	
chr7H_part2	308598612	0	0	1	0	0	0	1	1	
chr7H_part2	308598613	0	0	1	0	0	0	1	1	
chr7H_part2	308598614	0	0	1	0	0	0	1	1	
chr7H_part2	308598615	0	0	1	0	0	0	0	1	
chr7H_part2	308598616	0	0	1	0	0	0	0	1	
chr7H_part2	308598617	0	0	1	0	0	0	0	1	
chr7H_part2	308598618	0	0	1	0	0	0	0	1	
chr7H_part2	308598619	0	0	1	0	0	0	0	1	
chr7H_part2	308598620	0	0	1	0	0	0	0	1	
chr7H_part2	308598621	0	0	1	0	0	0	0	1	
chr7H_part2	308598622	0	0	1	0	0	0	0	1	
chr7H_part2	308598623	0	0	1	0	0	0	0	1	
chr7H_part2	308598624	0	0	1	0	0	0	0	1	
chr7H_part2	308598625	0	0	1	0	0	0	0	1	
chr7H_part2	308598626	0	0	1	0	0	0	0	1	
chr7H_part2	308598627	0	0	1	0	0	0	0	1	
chr7H_part2	308598628	0	0	1	0	0	0	0	1	
chr7H_part2	308598629	0	0	1	0	0	0	1	1	
chr7H_part2	308598630	0	0	1	0	0	0	1	1	
chr7H_part2	308598631	0	0	1	0	0	0	1	1	
chr7H_part2	308598632	0	0	1	0	0	0	1	1	
chr7H_part2	308598633	0	0	1	0	0	0	1	1	
chr7H_part2	308598634	0	0	1	0	0	0	1	1	
chr7H_part2	308598635	0	0	1	0	0	0	1	1	
chr7H_part2	308598636	0	0	1	0	0	0	1	1	
chr7H_part2	308598637	0	0	1	0	0	0	1	1	
chr7H_part2	308598638	0	0	1	0	0	0	1	1	
chr7H_part2	308598639	0	0	1	0	0	0	1	1	
chr7H_part2	308598640	0	0	1	0	0	0	1	1	
chr7H_part2	308598641	0	0	1	0	0	0	1	1	
chr7H_part2	308598642	0	0	1	0	0	0	1	1	
chr7H_part2	308598643	0	0	1	0	0	0	1	1	
chr7H_part2	308598644	0	0	1	0	0	0	1	1	
chr7H_part2	308598645	0	0	1	0	0	0	1	1	
chr7H_part2	308598646	0	0	1	0	0	0	1	1	
chr7H_part2	308598647	0	0	1	0	0	0	1	1	
chr7H_part2	308598648	0	0	1	0	0	0	1	1	
chr7H_part2	308598649	0	0	1	0	0	0	1	1	
chr7H_part2	308598650	0	0	1	0	0	0	1	1	
chr7H_part2	308598651	0	0	1	0	0	0	1	1	
chr7H_part2	308598652	0	0	1	0	0	0	1	1	
chr7H_part2	308598653	0	0	1	0	1	0	1	1	
chr7H_part2	308598654	0	0	1	0	1	0	1	1	
chr7H_part2	308598655	0	0	1	0	1	0	1	1	
chr7H_part2	308598656	0	0	1	0	1	0	1	1	
chr7H_part2	308598657	0	0	1	0	1	0	1	1	
chr7H_part2	308598658	0	0	1	0	1	0	1	1	
chr7H_part2	308598659	0	0	1	0	1	0	1	1	
chr7H_part2	308598660	0	0	1	0	1	0	1	1	
chr7H_part2	308598661	0	0	1	0	1	0	1	1	
chr7H_part2	308598662	0	0	1	0	1	0	1	1	
chr7H_part2	308598663	0	0	1	0	1	0	1	1	
chr7H_part2	308598664	0	0	1	0	1	0	1	1	
chr7H_part2	308598665	0	0	1	0	1	0	1	1	
chr7H_part2	308598666	0	0	1	0	1	0	1	1	
chr7H_part2	308598667	0	0	1	0	1	0	1	1	
chr7H_part2	308598668	0	0	1	0	1	0	1	1	
chr7H_part2	308598669	0	0	1	0	1	0	1	1	
chr7H_part2	308598670	0	0	1	0	1	0	1	1	
chr7H_part2	308598671	1	0	1	0	2	0	1	1	
chr7H_part2	308598672	1	0	1	0	2	0	1	1	
chr7H_part2	308598673	1	0	1	0	1	0	1	1	
chr7H_part2	308598674	1	0	1	0	1	0	1	1	
chr7H_part2	308598675	1	0	1	0	1	0	1	1	
chr7H_part2	308598676	1	0	1	0	1	0	1	1	
chr7H_part2	308598677	1	0	1	0	1	0	1	1	
chr7H_part2	308598678	1	0	1	0	1	0	1	1	
chr7H_part2	308598679	1	0	1	0	1	0	1	1	
chr7H_part2	308598680	1	0	1	0	1	0	1	1	
chr7H_part2	308598681	1	0	1	0	1	0	1	1	
chr7H_part2	308598682	1	0	1	0	1	0	1	1	
chr7H_part2	308598683	1	0	1	0	1	0	1	1	
chr7H_part2	308598684	1	0	1	1	1	0	1	1	
chr7H_part2	308598685	1	0	1	1	1	0	1	1	
chr7H_part2	308598686	1	0	1	1	1	0	1	1	
chr7H_part2	308598687	1	0	1	1	1	0	1	1	
chr7H_part2	308598688	1	0	1	1	1	0	1	1	
chr7H_part2	308598689	1	0	1	1	1	0	1	1	
chr7H_part2	308598690	1	0	1	1	1	0	1	1	
chr7H_part2	308598691	1	0	1	1	1	0	1	1	
chr7H_part2	308598692	1	0	1	1	1	0	1	1	
chr7H_part2	308598693	1	1	1	1	1	0	1	1	
chr7H_part2	308598694	1	1	1	1	1	0	1	1	
chr7H_part2	308598695	1	1	1	1	1	0	1	1	
chr7H_part2	308598696	1	1	1	1	1	0	1	1	
chr7H_part2	308598697	1	1	1	1	1	0	1	1	
chr7H_part2	308598698	1	1	1	1	1	0	1	1	
chr7H_part2	308598699	1	1	1	1	1	0	1	1	
chr7H_part2	308598700	1	1	1	1	1	1	1	1	
chr7H_part2	308598701	1	1	1	1	1	1	1	1	
chr7H_part2	308598702	1	1	1	1	1	1	1	1	
chr7H_part2	308598703	1	1	1	1	1	2	1	1	
chr7H_part2	308598704	1	1	1	1	1	2	1	1	
chr7H_part2	308598705	1	1	1	1	1	2	1	1	
chr7H_part2	308598706	1	1	1	1	1	2	1	1	
chr7H_part2	308598707	1	1	1	1	1	2	1	1	
chr7H_part2	308598708	1	1	1	1	1	2	1	1	
chr7H_part2	308598709	1	1	1	1	1	1	1	1	
chr7H_part2	308598710	1	1	1	1	1	1	1	1	
chr7H_part2	308598711	1	1	1	1	1	1	1	1	
chr7H_part2	308598712	1	1	1	1	1	1	1	1	
chr7H_part2	308598713	1	1	1	1	1	1	1	1	
chr7H_part2	308598714	1	1	1	1	1	1	1	1	
chr7H_part2	308598715	1	1	1	1	1	1	1	1	
chr7H_part2	308598716	1	1	1	1	1	1	1	1	
chr7H_part2	308598717	1	1	1	1	1	1	1	1	
chr7H_part2	308598718	1	1	1	1	1	1	1	1	
chr7H_part2	308598719	1	1	1	1	1	1	1	1	
chr7H_part2	308598720	1	1	1	1	1	1	1	1	
chr7H_part2	308598721	1	1	1	1	1	1	1	1	
chr7H_part2	308598722	1	2	2	1	1	2	1	1	
chr7H_part2	308598723	1	2	2	1	1	2	1	1	
chr7H_part2	308598724	1	2	2	1	1	2	1	1	
chr7H_part2	308598725	1	2	2	1	1	2	1	1	
chr7H_part2	308598726	1	2	2	1	1	2	1	1	
chr7H_part2	308598727	1	2	2	1	1	2	1	1	
chr7H_part2	308598728	1	2	2	1	1	2	1	1	
chr7H_part2	308598729	1	2	2	1	1	2	1	1	
chr7H_part2	308598730	1	2	2	1	1	2	1	1	
chr7H_part2	308598731	1	2	2	1	1	2	1	1	
chr7H_part2	308598732	1	2	2	1	1	2	1	1	
chr7H_part2	308598733	1	2	2	1	1	2	1	1	
chr7H_part2	308598734	1	2	2	1	1	2	1	1	
chr7H_part2	308598735	1	2	2	1	1	2	1	1	
chr7H_part2	308598736	1	2	2	1	1	2	1	1	
chr7H_part2	308598737	1	2	2	1	1	2	1	1	
chr7H_part2	308598738	1	2	2	1	1	2	1	1	
chr7H_part2	308598739	1	2	2	1	1	2	1	1	
chr7H_part2	308598740	1	2	2	1	1	2	1	1	
chr7H_part2	308598741	1	2	2	1	1	2	1	1	
chr7H_part2	308598742	1	2	2	1	1	2	1	1	
chr7H_part2	308598743	1	2	2	1	1	2	1	1	
chr7H_part2	308598744	1	2	2	1	1	2	1	1	
chr7H_part2	308598745	1	2	2	1	1	2	1	1	
chr7H_part2	308598746	1	2	2	1	1	2	1	1	
chr7H_part2	308598747	1	2	2	1	1	2	1	1	
chr7H_part2	308598748	1	2	2	1	1	2	1	1	
chr7H_part2	308598749	1	2	2	1	1	2	1	1	
chr7H_part2	308598750	1	2	2	1	1	2	1	1	
chr7H_part2	308598751	1	2	2	1	1	2	1	1	
chr7H_part2	308598752	1	2	2	1	1	2	1	1	
chr7H_part2	308598753	1	2	2	1	1	2	1	1	
chr7H_part2	308598754	1	2	2	1	1	2	1	1	
chr7H_part2	308598755	1	2	2	1	1	2	1	1	
chr7H_part2	308598756	1	2	2	1	1	2	1	1	
chr7H_part2	308598757	1	2	2	1	1	2	1	1	
chr7H_part2	308598758	1	2	2	1	1	2	1	1	
chr7H_part2	308598759	1	2	2	1	1	2	1	1	
chr7H_part2	308598760	1	2	2	1	1	2	1	1	
chr7H_part2	308598761	1	2	2	1	1	2	1	1	
chr7H_part2	308598762	1	2	2	1	1	2	1	1	
chr7H_part2	308598763	1	2	2	1	1	2	1	1	
chr7H_part2	308598764	1	2	2	1	1	2	1	1	
chr7H_part2	308598765	1	2	2	1	1	2	1	1	
chr7H_part2	308598766	1	2	2	1	1	2	1	1	
chr7H_part2	308598767	1	2	1	1	1	2	1	1	
chr7H_part2	308598768	1	2	1	1	1	2	1	1	
chr7H_part2	308598769	1	2	1	1	1	2	1	1	
chr7H_part2	308598770	1	2	1	1	1	2	1	1	
chr7H_part2	308598771	1	2	1	1	1	2	1	1	
chr7H_part2	308598772	1	2	1	1	1	2	1	1	
chr7H_part2	308598773	1	1	1	1	1	1	1	1	
chr7H_part2	308598774	1	1	1	1	1	1	1	1	
chr7H_part2	308598775	1	1	1	1	1	1	1	1	
chr7H_part2	308598776	1	1	1	1	1	1	1	1	
chr7H_part2	308598777	1	1	1	1	1	1	1	1	
chr7H_part2	308598778	1	1	1	1	1	1	1	1	
chr7H_part2	308598779	1	1	1	1	1	1	1	1	
chr7H_part2	308598780	1	1	1	1	1	1	1	1	
chr7H_part2	308598781	1	1	1	1	1	1	1	1	
chr7H_part2	308598782	1	1	1	1	1	2	1	1	
chr7H_part2	308598783	1	1	1	1	1	2	1	1	
chr7H_part2	308598784	1	1	1	1	1	2	1	1	
chr7H_part2	308598785	1	1	1	1	1	2	1	1	
chr7H_part2	308598786	1	1	1	1	1	2	1	1	
chr7H_part2	308598787	1	1	1	1	1	2	2	0	
chr7H_part2	308598788	1	1	1	1	1	2	2	0	
chr7H_part2	308598789	1	1	1	1	1	1	2	0	
chr7H_part2	308598790	1	1	1	1	1	1	2	0	
chr7H_part2	308598791	1	1	1	1	1	1	2	0	
chr7H_part2	308598792	1	1	1	1	1	1	2	0	
chr7H_part2	308598793	1	0	1	1	1	1	1	0	
chr7H_part2	308598794	1	0	1	1	1	1	1	0	
chr7H_part2	308598795	1	0	1	1	1	1	1	0	
chr7H_part2	308598796	0	0	1	1	1	1	0	0	
chr7H_part2	308598797	0	0	1	1	1	1	0	0	
chr7H_part2	308598798	0	0	1	1	1	1	0	0	
chr7H_part2	308598799	0	0	1	1	1	1	0	0	
chr7H_part2	308598800	0	0	1	1	1	1	0	0	
chr7H_part2	308598801	0	0	1	1	1	1	0	0	
chr7H_part2	308598802	0	0	1	1	1	1	0	0	
chr7H_part2	308598803	0	0	1	1	1	1	0	0	
chr7H_part2	308598804	0	0	1	1	1	1	0	0	
chr7H_part2	308598805	0	0	1	1	1	1	0	0	
chr7H_part2	308598806	0	0	1	1	1	1	0	0	
chr7H_part2	308598807	0	0	1	1	1	1	0	0	
chr7H_part2	308598808	0	0	1	1	1	1	0	0	
chr7H_part2	308598809	0	0	1	0	1	1	0	0	
chr7H_part2	308598810	0	0	1	0	1	1	0	0	
chr7H_part2	308598811	0	0	1	0	1	1	0	0	
chr7H_part2	308598812	0	1	2	0	1	1	0	0	
chr7H_part2	308598813	0	1	2	0	1	1	1	0	
chr7H_part2	308598814	0	1	2	0	1	1	1	0	
chr7H_part2	308598815	0	1	2	0	1	1	1	0	
chr7H_part2	308598816	1	1	2	0	1	1	1	0	
chr7H_part2	308598817	1	1	2	0	1	1	1	0	
chr7H_part2	308598818	1	1	2	0	1	1	1	0	
chr7H_part2	308598819	1	1	2	0	1	1	0	0	
chr7H_part2	308598820	1	2	2	0	0	1	0	0	
chr7H_part2	308598821	1	2	1	1	1	1	1	0	
chr7H_part2	308598822	1	2	1	1	1	1	1	0	
chr7H_part2	308598823	1	2	1	1	1	1	1	0	
chr7H_part2	308598824	1	2	1	1	1	1	0	0	
chr7H_part2	308598825	1	1	1	1	1	1	0	0	
chr7H_part2	308598826	1	2	1	1	1	1	0	0	
chr7H_part2	308598827	1	2	1	1	1	1	0	0	
chr7H_part2	308598828	1	2	1	1	1	1	0	0	
chr7H_part2	308598829	1	2	1	1	1	1	0	0	
chr7H_part2	308598830	1	1	1	1	1	1	0	0	
chr7H_part2	308598831	1	1	1	1	1	1	0	0	
chr7H_part2	308598832	1	1	1	1	1	1	0	0	
chr7H_part2	308598833	1	1	1	1	1	0	0	0	
chr7H_part2	308598834	1	1	1	1	1	0	0	0	
chr7H_part2	308598835	1	1	1	1	1	0	0	0	
chr7H_part2	308598836	1	1	1	1	1	0	0	0	
chr7H_part2	308598837	1	1	1	1	1	0	0	0	
chr7H_part2	308598838	1	1	1	1	1	0	0	0	
chr7H_part2	308598839	1	1	1	1	1	0	0	0	
chr7H_part2	308598840	1	1	1	1	1	0	0	0	
chr7H_part2	308598841	1	1	1	1	1	0	0	0	
chr7H_part2	308598842	1	1	1	1	1	0	0	0	
chr7H_part2	308598843	1	1	1	1	1	0	0	0	
chr7H_part2	308598844	1	1	1	1	1	0	0	0	
